CustomerKey,MaritalStatus,Unnamed: 3,Gender,Unnamed: 5,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
22012,S,,F,,29998.22505,0,0,0,2,0-1 Miles,North America,30,0
22013,S,,M,,29998.22505,0,0,0,2,0-1 Miles,North America,29,1
22014,S,,M,,29998.22505,0,0,1,2,5-10 Miles,North America,30,0
22015,M,,F,,29998.22505,0,0,1,2,5-10 Miles,North America,29,0
22016,S,,M,,29998.22505,0,0,0,2,0-1 Miles,North America,29,1
22017,M,,F,,29998.22505,2,0,0,2,5-10 Miles,Pacific,72,0
22018,M,,M,,39998.22505,2,0,1,2,0-1 Miles,Pacific,73,0
22019,M,,F,,39998.22505,0,0,0,2,0-1 Miles,North America,32,0
22020,M,,M,,39998.22505,2,0,1,2,5-10 Miles,Pacific,72,0
22021,S,,M,,29998.22505,0,0,0,2,5-10 Miles,North America,32,0
22022,S,,M,,29998.22505,0,0,0,2,5-10 Miles,North America,32,0
22023,S,,M,,29998.22505,0,0,0,2,0-1 Miles,North America,33,0
22024,S,,M,,39998.22505,0,0,1,2,5-10 Miles,North America,33,0
22025,S,,F,,39998.22505,0,0,0,2,0-1 Miles,North America,33,0
22026,M,,F,,29998.22505,0,0,0,2,0-1 Miles,North America,31,0
22027,S,,M,,29998.22505,0,0,0,2,5-10 Miles,North America,31,0
22028,M,,F,,29998.22505,2,0,0,2,5-10 Miles,Pacific,70,0
22029,M,,F,,39998.22505,2,0,1,2,5-10 Miles,Pacific,70,0
22030,M,,F,,39998.22505,2,0,1,2,5-10 Miles,Pacific,70,1
22031,M,,M,,39998.22505,2,0,1,2,0-1 Miles,Pacific,70,1
22032,M,,M,,39998.22505,2,0,1,2,0-1 Miles,Pacific,68,1
22033,S,,M,,49998.22505,2,0,1,1,5-10 Miles,Pacific,68,1
22034,M,,M,,39998.22505,0,0,1,1,5-10 Miles,North America,34,0
22035,M,,M,,39998.22505,0,0,1,1,5-10 Miles,North America,33,0
22036,S,,F,,39998.22505,0,0,0,2,1-2 Miles,North America,34,1
22037,M,,F,,39998.22505,0,0,0,2,1-2 Miles,North America,35,0
22038,S,,F,,49998.22505,0,0,1,1,5-10 Miles,North America,36,0
22039,S,,F,,49998.22505,0,0,1,1,5-10 Miles,North America,36,0
22040,M,,M,,49998.22505,0,0,0,1,1-2 Miles,North America,35,0
22041,S,,F,,59998.22505,0,0,0,1,5-10 Miles,North America,37,1
22042,M,,F,,69998.22505,0,0,1,2,5-10 Miles,North America,38,1
22043,S,,F,,69998.22505,0,0,0,2,0-1 Miles,North America,38,1
22044,S,,M,,79998.22505,0,0,0,1,0-1 Miles,North America,38,1
22045,S,,M,,79998.22505,0,0,0,1,0-1 Miles,North America,42,1
22046,S,,F,,79998.22505,0,0,0,1,0-1 Miles,North America,42,1
22047,M,,M,,89998.22505,4,4,1,1,1-2 Miles,North America,41,0
22048,M,,F,,99998.22505,1,0,1,2,1-2 Miles,North America,43,1
22049,S,,M,,129998.225,0,0,0,1,10+ Miles,North America,43,0
22050,S,,M,,89998.22505,4,4,1,1,1-2 Miles,North America,42,1
22051,S,,F,,89998.22505,4,4,0,3,1-2 Miles,North America,41,0
22052,M,,M,,109998.225,2,1,1,3,1-2 Miles,North America,42,0
22053,S,,M,,119998.225,1,1,0,4,0-1 Miles,North America,41,0
22054,S,,M,,119998.225,1,1,1,4,2-5 Miles,North America,42,1
22055,M,,F,,119998.225,1,1,1,4,0-1 Miles,North America,42,0
22056,M,,M,,39998.22505,0,0,0,2,1-2 Miles,North America,31,0
22057,S,,M,,39998.22505,0,0,1,2,5-10 Miles,North America,31,0
22058,S,,M,,39998.22505,0,0,0,2,1-2 Miles,North America,31,1
22059,M,,M,,39998.22505,0,0,1,2,5-10 Miles,North America,32,0
22060,M,,M,,39998.22505,0,0,1,1,5-10 Miles,North America,31,0
22061,S,,F,,59998.22505,0,0,0,2,1-2 Miles,North America,31,1
22062,S,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,32,1
22063,M,,F,,9998.225049,2,1,1,2,5-10 Miles,Pacific,64,0
22064,M,,M,,19998.22505,4,0,1,2,5-10 Miles,Pacific,65,0
22065,M,,M,,19998.22505,4,0,0,2,1-2 Miles,Pacific,64,0
22066,M,,F,,69998.22505,1,1,1,0,1-2 Miles,North America,39,1
22067,M,,F,,69998.22505,1,1,1,0,0-1 Miles,North America,39,1
22068,S,,M,,99998.22505,0,2,1,2,5-10 Miles,North America,47,0
22069,S,,F,,99998.22505,0,2,1,2,5-10 Miles,North America,46,0
22070,M,,M,,109998.225,4,3,1,0,5-10 Miles,North America,47,0
22071,S,,M,,109998.225,4,3,0,0,1-2 Miles,North America,46,0
22072,S,,M,,159998.225,2,2,0,2,0-1 Miles,North America,47,1
22073,M,,M,,89998.22505,5,4,1,4,5-10 Miles,North America,47,0
22074,S,,M,,99998.22505,1,2,1,4,5-10 Miles,North America,48,1
22075,M,,M,,109998.225,1,3,1,1,5-10 Miles,North America,48,0
22076,M,,M,,109998.225,1,3,1,2,1-2 Miles,North America,48,0
22077,M,,M,,109998.225,1,3,1,3,5-10 Miles,North America,48,0
22078,M,,M,,119998.225,1,3,1,4,5-10 Miles,North America,48,1
22079,M,,F,,69998.22505,5,4,1,3,5-10 Miles,North America,48,0
22080,M,,F,,69998.22505,5,4,1,3,1-2 Miles,North America,48,0
22081,M,,F,,99998.22505,3,2,1,4,1-2 Miles,North America,49,0
22082,S,,M,,109998.225,1,3,1,3,5-10 Miles,North America,48,1
22083,M,,M,,109998.225,1,3,1,3,2-5 Miles,North America,49,0
22084,M,,M,,109998.225,1,3,1,4,5-10 Miles,North America,49,0
22085,M,,F,,109998.225,1,3,1,4,5-10 Miles,North America,49,0
22086,M,,F,,109998.225,1,3,1,4,5-10 Miles,North America,48,0
22087,M,,F,,119998.225,1,3,1,4,2-5 Miles,North America,48,0
22088,M,,F,,129998.225,1,3,1,2,0-1 Miles,North America,49,1
22089,M,,M,,129998.225,1,3,1,3,0-1 Miles,North America,49,1
22090,M,,F,,69998.22505,4,3,1,0,1-2 Miles,North America,54,0
22091,M,,F,,79998.22505,3,2,1,1,5-10 Miles,North America,55,1
22092,M,,F,,89998.22505,2,1,1,1,10+ Miles,North America,55,1
22093,M,,F,,89998.22505,2,1,1,1,10+ Miles,North America,55,1
22094,M,,M,,89998.22505,2,1,1,1,10+ Miles,North America,55,1
22095,S,,M,,89998.22505,2,1,1,1,10+ Miles,North America,54,0
22096,S,,M,,69998.22505,2,0,1,2,5-10 Miles,North America,56,0
22097,M,,M,,39998.22505,3,0,1,2,5-10 Miles,North America,75,0
22098,S,,F,,49998.22505,2,0,0,2,1-2 Miles,North America,74,0
22099,M,,M,,79998.22505,4,0,1,2,1-2 Miles,North America,75,1
22100,M,,M,,79998.22505,5,4,1,3,1-2 Miles,North America,50,0
22101,S,,F,,89998.22505,4,3,0,3,1-2 Miles,North America,50,0
22102,M,,M,,99998.22505,0,3,1,1,1-2 Miles,North America,50,0
22103,M,,F,,109998.225,3,3,0,4,2-5 Miles,North America,50,0
22104,S,,M,,109998.225,4,3,1,4,5-10 Miles,North America,50,1
22105,M,,F,,119998.225,5,4,1,2,2-5 Miles,North America,50,0
22106,M,,F,,159998.225,1,3,1,2,0-1 Miles,North America,50,1
22107,S,,M,,69998.22505,2,0,0,2,1-2 Miles,North America,55,0
22108,S,,M,,69998.22505,2,0,0,2,1-2 Miles,North America,56,0
22109,M,,M,,59998.22505,2,0,0,2,1-2 Miles,North America,56,1
22110,M,,M,,59998.22505,2,0,1,2,5-10 Miles,North America,56,0
22111,M,,F,,59998.22505,2,0,0,2,1-2 Miles,North America,55,1
22112,M,,F,,59998.22505,3,0,1,2,5-10 Miles,North America,55,1
22113,S,,F,,69998.22505,3,0,1,2,5-10 Miles,North America,56,1
22114,M,,M,,69998.22505,3,0,1,2,5-10 Miles,North America,57,1
22115,M,,M,,69998.22505,3,0,0,2,1-2 Miles,North America,57,1
22116,S,,M,,69998.22505,3,0,1,2,5-10 Miles,North America,56,1
22117,M,,F,,69998.22505,3,0,1,2,1-2 Miles,North America,57,1
22118,S,,F,,69998.22505,3,0,1,2,5-10 Miles,North America,57,1
22119,M,,F,,69998.22505,3,0,1,2,1-2 Miles,North America,56,1
22120,M,,F,,59998.22505,3,0,1,2,5-10 Miles,North America,56,1
22121,M,,M,,39998.22505,3,0,0,2,1-2 Miles,North America,58,1
22122,M,,F,,39998.22505,3,0,1,2,5-10 Miles,North America,57,0
22123,S,,F,,59998.22505,3,0,1,2,10+ Miles,North America,73,0
22124,M,,F,,59998.22505,3,0,1,2,10+ Miles,North America,73,0
22125,M,,M,,59998.22505,3,0,1,2,10+ Miles,North America,73,0
22126,M,,F,,59998.22505,3,0,0,2,1-2 Miles,North America,73,0
22127,M,,M,,59998.22505,3,0,1,2,1-2 Miles,North America,71,0
22128,M,,F,,69998.22505,4,0,1,2,1-2 Miles,North America,72,1
22129,M,,F,,69998.22505,4,0,1,2,10+ Miles,North America,71,1
22130,M,,M,,69998.22505,5,0,1,2,1-2 Miles,North America,72,1
22131,M,,F,,69998.22505,5,0,1,2,10+ Miles,North America,72,1
22132,M,,F,,69998.22505,5,0,1,2,10+ Miles,North America,72,1
22133,M,,M,,79998.22505,4,0,1,2,1-2 Miles,North America,71,1
22134,M,,M,,59998.22505,3,0,1,2,10+ Miles,North America,70,0
22135,M,,F,,69998.22505,5,0,1,2,10+ Miles,North America,71,1
22136,M,,M,,79998.22505,4,0,1,2,5-10 Miles,North America,70,1
22137,M,,F,,59998.22505,3,0,1,2,10+ Miles,North America,70,1
22138,M,,F,,79998.22505,4,0,1,2,5-10 Miles,North America,70,0
22139,M,,M,,79998.22505,4,0,1,2,1-2 Miles,North America,70,1
22140,M,,F,,49998.22505,4,0,1,2,1-2 Miles,North America,68,1
22141,M,,M,,49998.22505,4,0,1,2,10+ Miles,North America,68,0
22142,M,,M,,49998.22505,4,0,1,2,10+ Miles,North America,69,0
22143,M,,F,,49998.22505,4,0,1,2,10+ Miles,North America,69,0
22144,M,,M,,59998.22505,3,0,1,2,1-2 Miles,North America,69,0
22145,M,,M,,59998.22505,3,0,1,2,10+ Miles,North America,69,0
22146,S,,M,,49998.22505,4,0,1,2,10+ Miles,North America,67,0
22147,M,,M,,9998.225049,2,1,1,2,5-10 Miles,Pacific,63,0
22148,M,,F,,9998.225049,2,1,1,2,5-10 Miles,Pacific,63,0
22149,M,,M,,19998.22505,4,0,1,2,5-10 Miles,Pacific,62,0
22150,M,,M,,29998.22505,2,0,0,2,5-10 Miles,Pacific,63,0
22151,M,,M,,9998.225049,2,1,1,2,5-10 Miles,Pacific,62,0
22152,M,,M,,59998.22505,0,0,1,2,5-10 Miles,North America,32,1
22153,M,,F,,69998.22505,0,0,0,2,0-1 Miles,North America,32,1
22154,S,,F,,39998.22505,0,0,1,2,5-10 Miles,North America,33,0
22155,M,,M,,19998.22505,2,1,1,2,5-10 Miles,Pacific,62,0
22156,M,,F,,29998.22505,3,0,0,2,5-10 Miles,Pacific,62,0
22157,S,,F,,39998.22505,0,0,0,2,5-10 Miles,North America,32,0
22158,S,,F,,39998.22505,0,0,1,2,5-10 Miles,North America,33,0
22159,S,,M,,39998.22505,0,0,0,1,5-10 Miles,North America,33,0
22160,S,,M,,39998.22505,0,0,0,1,1-2 Miles,North America,32,0
22161,S,,F,,39998.22505,0,0,0,2,1-2 Miles,North America,32,0
22162,M,,M,,59998.22505,0,0,1,2,5-10 Miles,North America,33,0
22163,S,,F,,59998.22505,0,0,1,2,5-10 Miles,North America,33,0
22164,S,,F,,69998.22505,0,0,0,2,0-1 Miles,North America,33,1
22165,M,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,33,0
22166,S,,F,,59998.22505,0,0,0,2,1-2 Miles,North America,34,0
22167,M,,F,,19998.22505,2,1,1,2,5-10 Miles,Pacific,61,0
22168,M,,F,,29998.22505,3,0,0,2,1-2 Miles,Pacific,61,1
22169,M,,F,,19998.22505,2,1,1,2,1-2 Miles,Pacific,59,0
22170,M,,F,,29998.22505,3,0,0,2,1-2 Miles,Pacific,59,1
22171,M,,F,,29998.22505,3,0,0,2,1-2 Miles,Pacific,59,1
22172,M,,M,,29998.22505,3,0,1,2,5-10 Miles,Pacific,59,1
22173,M,,F,,29998.22505,3,0,0,2,1-2 Miles,Pacific,58,1
22174,M,,M,,29998.22505,3,0,1,2,5-10 Miles,Pacific,58,1
22175,M,,F,,29998.22505,3,0,1,2,5-10 Miles,Pacific,57,1
22176,M,,M,,39998.22505,3,0,0,2,1-2 Miles,Pacific,57,0
22177,M,,F,,39998.22505,3,0,0,2,1-2 Miles,Pacific,57,0
22178,M,,F,,39998.22505,3,0,1,2,5-10 Miles,Pacific,57,1
22179,M,,F,,39998.22505,3,0,0,2,1-2 Miles,Pacific,56,0
22180,S,,M,,69998.22505,2,0,0,2,1-2 Miles,Pacific,55,1
22181,S,,M,,69998.22505,2,0,1,2,5-10 Miles,Pacific,55,1
22182,S,,F,,39998.22505,0,0,0,2,1-2 Miles,North America,34,1
22183,M,,M,,39998.22505,0,0,1,2,5-10 Miles,North America,34,0
22184,M,,M,,59998.22505,0,0,1,2,5-10 Miles,North America,35,0
22185,M,,M,,59998.22505,0,0,1,2,5-10 Miles,North America,35,0
22186,S,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,34,1
22187,S,,F,,49998.22505,0,0,1,2,5-10 Miles,North America,36,0
22188,M,,F,,59998.22505,0,0,1,2,5-10 Miles,North America,37,1
22189,M,,F,,69998.22505,0,0,1,2,5-10 Miles,North America,37,1
22190,S,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,34,0
22191,S,,M,,59998.22505,0,0,1,2,5-10 Miles,North America,34,0
22192,S,,M,,59998.22505,0,0,0,2,1-2 Miles,North America,34,0
22193,S,,F,,79998.22505,2,0,1,2,5-10 Miles,Pacific,54,1
22194,S,,M,,79998.22505,2,0,1,2,5-10 Miles,Pacific,55,1
22195,M,,M,,79998.22505,2,0,0,2,1-2 Miles,Pacific,54,1
22196,S,,M,,79998.22505,2,0,0,2,1-2 Miles,Pacific,54,1
22197,S,,M,,79998.22505,2,0,0,2,1-2 Miles,Pacific,53,1
22198,M,,M,,79998.22505,2,0,0,2,1-2 Miles,Pacific,53,1
22199,S,,M,,79998.22505,2,0,0,2,1-2 Miles,Pacific,54,1
22200,S,,F,,69998.22505,2,0,1,2,5-10 Miles,Pacific,53,1
22201,M,,F,,69998.22505,2,0,1,2,5-10 Miles,Pacific,53,1
22202,M,,M,,69998.22505,2,0,1,2,5-10 Miles,Pacific,53,1
22203,M,,F,,99998.22505,1,1,1,3,0-1 Miles,Pacific,52,1
22204,M,,M,,109998.225,4,1,1,3,2-5 Miles,Pacific,52,0
22205,M,,M,,109998.225,4,1,1,3,0-1 Miles,Pacific,52,0
22206,S,,F,,109998.225,5,1,1,4,2-5 Miles,Pacific,52,0
22207,S,,F,,129998.225,0,0,0,3,0-1 Miles,Pacific,52,1
22208,M,,F,,109998.225,4,1,1,4,0-1 Miles,Pacific,50,0
22209,M,,M,,109998.225,1,1,1,4,0-1 Miles,Pacific,51,0
22210,M,,F,,109998.225,1,1,1,4,0-1 Miles,Pacific,51,0
22211,M,,M,,59998.22505,0,0,1,2,5-10 Miles,North America,36,0
22212,M,,F,,109998.225,1,1,1,4,2-5 Miles,Pacific,51,0
22213,S,,M,,109998.225,1,2,1,0,2-5 Miles,Pacific,51,0
22214,M,,F,,119998.225,4,2,1,0,2-5 Miles,Pacific,51,0
22215,M,,M,,129998.225,0,1,1,4,0-1 Miles,North America,43,0
22216,S,,M,,149998.225,0,0,1,2,0-1 Miles,North America,44,1
22217,M,,M,,69998.22505,2,0,0,2,1-2 Miles,North America,52,0
22218,M,,M,,59998.22505,2,0,0,2,1-2 Miles,North America,53,1
22219,M,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,53,0
22220,M,,M,,59998.22505,2,0,0,2,1-2 Miles,North America,53,1
22221,M,,M,,59998.22505,2,0,0,2,1-2 Miles,North America,52,1
22222,M,,M,,89998.22505,2,0,1,1,5-10 Miles,North America,53,0
22223,M,,F,,89998.22505,2,0,1,1,5-10 Miles,North America,53,0
22224,M,,F,,89998.22505,2,0,1,1,2-5 Miles,North America,53,1
22225,S,,F,,89998.22505,2,0,1,1,2-5 Miles,North America,53,1
22226,M,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,53,0
22227,M,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,54,0
22228,M,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,54,0
22229,M,,M,,59998.22505,2,0,0,2,1-2 Miles,North America,54,1
22230,M,,F,,69998.22505,3,0,1,2,5-10 Miles,North America,53,1
22231,M,,F,,69998.22505,3,0,1,2,5-10 Miles,North America,54,1
22232,M,,F,,49998.22505,1,1,1,0,1-2 Miles,North America,38,1
22233,M,,M,,49998.22505,1,1,1,0,0-1 Miles,North America,38,1
22234,M,,F,,49998.22505,1,1,1,0,0-1 Miles,North America,38,1
22235,M,,M,,59998.22505,1,0,1,0,0-1 Miles,North America,38,1
22236,M,,M,,39998.22505,1,1,1,0,0-1 Miles,North America,40,1
22237,M,,M,,39998.22505,1,1,1,1,0-1 Miles,North America,40,0
22238,M,,M,,39998.22505,1,1,1,1,2-5 Miles,North America,39,1
22239,M,,M,,39998.22505,1,1,1,1,0-1 Miles,North America,40,0
22240,M,,M,,39998.22505,1,1,1,1,0-1 Miles,North America,39,0
22241,M,,F,,39998.22505,1,1,1,1,2-5 Miles,North America,40,1
22242,M,,M,,39998.22505,1,1,1,1,0-1 Miles,North America,39,0
22243,M,,F,,59998.22505,1,0,1,0,2-5 Miles,North America,40,1
22244,M,,F,,49998.22505,1,1,1,1,0-1 Miles,North America,41,0
22245,S,,M,,49998.22505,2,2,1,0,2-5 Miles,North America,41,1
22246,M,,F,,49998.22505,2,2,1,0,2-5 Miles,North America,41,1
22247,M,,M,,49998.22505,2,2,1,0,0-1 Miles,North America,40,1
22248,M,,M,,49998.22505,2,2,1,0,0-1 Miles,North America,40,1
22249,M,,M,,69998.22505,3,0,1,0,2-5 Miles,North America,39,1
22250,M,,M,,69998.22505,3,0,1,0,0-1 Miles,North America,39,1
22251,M,,F,,59998.22505,1,0,1,0,0-1 Miles,North America,39,1
22252,S,,F,,59998.22505,1,0,1,0,2-5 Miles,North America,40,1
22253,M,,F,,59998.22505,2,0,1,0,2-5 Miles,North America,40,1
22254,M,,M,,59998.22505,2,0,1,0,2-5 Miles,North America,39,1
22255,M,,F,,69998.22505,3,0,1,0,0-1 Miles,North America,39,1
22256,M,,M,,69998.22505,4,0,1,0,0-1 Miles,North America,40,1
22257,M,,F,,69998.22505,4,0,1,0,2-5 Miles,North America,40,1
22258,M,,F,,69998.22505,4,0,1,0,0-1 Miles,North America,40,1
22259,S,,M,,39998.22505,0,0,1,1,2-5 Miles,North America,42,1
22260,M,,F,,49998.22505,2,2,1,1,2-5 Miles,North America,43,1
22261,S,,M,,49998.22505,2,2,1,1,2-5 Miles,North America,43,1
22262,S,,M,,49998.22505,2,2,1,1,2-5 Miles,North America,43,1
22263,M,,M,,59998.22505,3,3,1,0,2-5 Miles,North America,44,0
22264,S,,F,,59998.22505,0,0,0,0,0-1 Miles,North America,43,0
22265,M,,M,,69998.22505,0,0,0,0,0-1 Miles,North America,43,0
22266,M,,F,,69998.22505,4,0,1,0,2-5 Miles,North America,43,1
22267,M,,F,,69998.22505,4,0,1,0,0-1 Miles,North America,44,1
22268,S,,F,,59998.22505,2,0,1,0,2-5 Miles,North America,40,1
22269,M,,M,,69998.22505,5,5,1,3,10+ Miles,North America,41,0
22270,M,,M,,79998.22505,2,0,1,0,0-1 Miles,North America,41,1
22271,M,,M,,79998.22505,3,0,1,0,0-1 Miles,North America,41,1
22272,M,,F,,79998.22505,3,0,1,0,0-1 Miles,North America,41,1
22273,S,,F,,39998.22505,0,0,1,1,2-5 Miles,North America,45,1
22274,S,,M,,39998.22505,0,0,1,1,2-5 Miles,North America,44,1
22275,S,,M,,39998.22505,0,0,0,1,2-5 Miles,North America,45,1
22276,S,,F,,39998.22505,0,0,0,1,2-5 Miles,North America,45,1
22277,S,,F,,39998.22505,0,0,0,1,2-5 Miles,North America,45,0
22278,S,,F,,49998.22505,3,3,1,1,2-5 Miles,North America,44,0
22279,M,,F,,49998.22505,3,3,1,2,2-5 Miles,North America,44,0
22280,M,,M,,49998.22505,3,3,0,3,10+ Miles,North America,45,0
22281,M,,F,,59998.22505,0,0,1,0,2-5 Miles,North America,45,1
22282,S,,M,,39998.22505,0,0,0,1,0-1 Miles,North America,46,1
22283,S,,M,,59998.22505,4,4,1,2,2-5 Miles,North America,46,0
22284,S,,F,,59998.22505,4,4,0,3,10+ Miles,North America,46,1
22285,M,,F,,59998.22505,4,4,1,3,10+ Miles,North America,45,0
22286,M,,M,,59998.22505,5,5,1,3,10+ Miles,North America,46,0
22287,S,,F,,59998.22505,5,5,1,3,5-10 Miles,North America,46,1
22288,S,,F,,59998.22505,4,2,0,2,0-1 Miles,North America,45,1
22289,M,,M,,59998.22505,4,2,1,2,2-5 Miles,North America,46,1
22290,M,,F,,69998.22505,4,2,1,2,2-5 Miles,North America,46,1
22291,M,,M,,69998.22505,4,2,1,2,0-1 Miles,North America,47,1
22292,M,,F,,69998.22505,4,2,1,2,0-1 Miles,North America,47,1
22293,M,,F,,69998.22505,4,2,1,2,2-5 Miles,North America,47,1
22294,S,,F,,69998.22505,0,0,0,1,2-5 Miles,North America,41,1
22295,S,,F,,69998.22505,0,0,1,1,2-5 Miles,North America,42,1
22296,M,,M,,69998.22505,0,0,0,1,0-1 Miles,North America,42,0
22297,S,,F,,69998.22505,0,0,1,1,2-5 Miles,North America,42,1
22298,S,,M,,69998.22505,0,0,0,1,2-5 Miles,North America,42,1
22299,S,,M,,69998.22505,4,2,1,2,2-5 Miles,North America,46,1
22300,S,,F,,59998.22505,3,2,0,0,0-1 Miles,North America,47,1
22301,M,,F,,59998.22505,3,2,1,0,0-1 Miles,North America,46,1
22302,M,,M,,39998.22505,1,1,1,0,1-2 Miles,Europe,36,1
22303,S,,M,,19998.22505,0,0,1,2,1-2 Miles,Europe,38,0
22304,S,,F,,19998.22505,0,0,0,2,0-1 Miles,Europe,38,0
22305,S,,F,,19998.22505,0,0,0,2,0-1 Miles,Europe,37,0
22306,S,,M,,29998.22505,0,0,0,1,1-2 Miles,Europe,37,1
22307,M,,F,,39998.22505,1,1,1,1,0-1 Miles,Europe,37,1
22308,M,,F,,39998.22505,1,1,1,1,1-2 Miles,Europe,37,1
22309,M,,F,,39998.22505,1,1,1,1,1-2 Miles,Europe,37,1
22310,S,,F,,19998.22505,0,0,0,2,1-2 Miles,Europe,38,0
22311,S,,M,,29998.22505,0,0,0,1,1-2 Miles,Europe,38,1
22312,M,,F,,39998.22505,1,1,1,1,1-2 Miles,Europe,38,1
22313,S,,M,,39998.22505,2,2,1,0,1-2 Miles,Europe,38,1
22314,M,,F,,9998.225049,0,0,0,2,0-1 Miles,Europe,38,0
22315,S,,M,,19998.22505,0,0,1,2,1-2 Miles,Europe,39,0
22316,M,,F,,19998.22505,0,0,0,2,0-1 Miles,Europe,39,1
22317,S,,F,,19998.22505,0,0,0,2,0-1 Miles,Europe,39,0
22318,S,,M,,29998.22505,0,0,1,1,2-5 Miles,Europe,39,1
22319,S,,M,,29998.22505,0,0,0,1,2-5 Miles,Europe,38,1
22320,M,,M,,29998.22505,0,0,0,1,1-2 Miles,Europe,38,1
22321,S,,M,,39998.22505,2,2,1,0,1-2 Miles,Europe,40,1
22322,S,,M,,29998.22505,0,0,1,1,2-5 Miles,Europe,38,1
22323,S,,F,,39998.22505,2,2,1,1,1-2 Miles,Europe,38,1
22324,M,,F,,39998.22505,2,2,0,1,0-1 Miles,Europe,39,0
22325,S,,M,,39998.22505,2,2,1,2,1-2 Miles,Europe,40,0
22326,S,,F,,39998.22505,3,3,1,1,0-1 Miles,North America,35,0
22327,S,,M,,39998.22505,3,3,1,2,1-2 Miles,North America,35,1
22328,S,,F,,49998.22505,0,0,1,0,1-2 Miles,North America,36,1
22329,M,,F,,49998.22505,0,0,1,0,1-2 Miles,North America,36,1
22330,M,,M,,49998.22505,0,0,1,0,1-2 Miles,North America,36,1
22331,M,,F,,19998.22505,2,0,0,2,0-1 Miles,North America,80,0
22332,M,,F,,29998.22505,1,0,1,1,2-5 Miles,North America,79,0
22333,M,,F,,39998.22505,1,0,1,1,1-2 Miles,North America,79,0
22334,M,,M,,59998.22505,0,0,1,0,1-2 Miles,North America,44,1
22335,M,,M,,59998.22505,0,0,1,0,1-2 Miles,North America,43,1
22336,M,,M,,59998.22505,0,0,1,0,1-2 Miles,North America,43,1
22337,M,,F,,19998.22505,2,0,0,2,1-2 Miles,North America,57,0
22338,M,,M,,19998.22505,2,0,0,2,1-2 Miles,North America,57,0
22339,M,,M,,19998.22505,2,0,0,2,1-2 Miles,North America,56,0
22340,M,,M,,19998.22505,2,0,0,2,1-2 Miles,North America,56,0
22341,M,,M,,19998.22505,2,0,0,2,0-1 Miles,North America,56,0
22342,M,,M,,19998.22505,3,0,0,2,1-2 Miles,North America,55,0
22343,M,,F,,29998.22505,1,0,1,1,1-2 Miles,North America,56,1
22344,M,,F,,29998.22505,1,0,1,1,1-2 Miles,North America,55,1
22345,M,,F,,29998.22505,2,0,1,2,1-2 Miles,North America,55,0
22346,M,,F,,39998.22505,1,0,1,1,1-2 Miles,North America,55,1
22347,M,,F,,29998.22505,2,0,0,2,0-1 Miles,North America,54,0
22348,M,,F,,29998.22505,2,0,1,2,1-2 Miles,North America,54,0
22349,M,,M,,29998.22505,2,0,1,2,1-2 Miles,North America,53,0
22350,M,,F,,29998.22505,2,0,1,2,1-2 Miles,North America,54,0
22351,M,,F,,29998.22505,2,0,0,2,0-1 Miles,North America,54,0
22352,M,,F,,29998.22505,2,0,0,2,0-1 Miles,North America,52,0
22353,M,,F,,29998.22505,2,0,1,2,1-2 Miles,North America,53,0
22354,M,,F,,29998.22505,2,0,0,2,0-1 Miles,North America,53,0
22355,M,,M,,29998.22505,2,0,0,2,0-1 Miles,North America,53,0
22356,M,,M,,29998.22505,2,0,1,2,1-2 Miles,North America,53,0
22357,M,,M,,29998.22505,2,0,1,2,1-2 Miles,North America,53,0
22358,M,,F,,39998.22505,1,0,1,1,0-1 Miles,North America,53,0
22359,S,,M,,39998.22505,2,0,0,1,0-1 Miles,North America,51,0
22360,S,,M,,39998.22505,2,0,0,1,0-1 Miles,North America,52,0
22361,M,,M,,39998.22505,2,0,1,1,0-1 Miles,North America,51,0
22362,M,,M,,79998.22505,5,0,0,0,0-1 Miles,North America,51,0
22363,S,,F,,79998.22505,5,0,1,0,1-2 Miles,North America,52,0
22364,M,,F,,79998.22505,5,0,1,0,1-2 Miles,North America,51,0
22365,M,,M,,79998.22505,5,0,0,0,0-1 Miles,North America,52,0
22366,M,,M,,79998.22505,4,0,0,0,0-1 Miles,North America,52,0
22367,S,,F,,79998.22505,4,0,1,0,1-2 Miles,North America,51,0
22368,S,,M,,39998.22505,2,0,0,1,1-2 Miles,North America,51,1
22369,M,,M,,59998.22505,4,0,1,0,1-2 Miles,North America,51,0
22370,S,,F,,59998.22505,4,0,1,0,1-2 Miles,North America,51,0
22371,S,,M,,49998.22505,0,0,0,0,0-1 Miles,North America,37,0
22372,S,,F,,49998.22505,0,0,1,0,1-2 Miles,North America,38,1
22373,S,,F,,39998.22505,0,0,1,0,1-2 Miles,North America,36,1
22374,M,,M,,39998.22505,0,0,1,0,1-2 Miles,North America,37,1
